timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,packet_count,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,packets_per_second,payload_mbps,estimated_wire_mbps
1781887028,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000021,388198.755,795.031049,999.999992
1781887031,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000024,388198.754,795.031048,999.999991
1781887035,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000031,388198.753,795.031046,999.999988
1781887039,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000030,388198.753,795.031047,999.999988
1781887042,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000026,388198.754,795.031048,999.999990
1781887046,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000034,315656.562,833.333324,999.999989
1781887051,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000029,315656.563,833.333326,999.999991
1781887055,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000038,315656.562,833.333323,999.999988
1781887059,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000020,315656.564,833.333328,999.999994
1781887063,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000047,315656.561,833.333321,999.999985
1781887068,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000026,265957.445,859.574462,999.999993
1781887073,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000029,265957.445,859.574461,999.999992
1781887078,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000034,265957.444,859.574460,999.999991
1781887083,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000029,265957.445,859.574461,999.999992
1781887087,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000033,265957.444,859.574461,999.999991
1781887093,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000036,229779.410,878.676463,999.999992
1781887098,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000028,229779.410,878.676465,999.999994
1781887104,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000035,229779.410,878.676464,999.999992
1781887109,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000034,229779.410,878.676464,999.999992
1781887114,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000039,229779.410,878.676463,999.999991
1781887120,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000039,202265.371,893.203876,999.999992
1781887126,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000037,202265.371,893.203877,999.999993
1781887132,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000022,202265.371,893.203880,999.999996
1781887138,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000038,202265.371,893.203877,999.999992
1781887144,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000032,202265.371,893.203878,999.999994
1781887151,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000027,180635.837,904.624273,999.999995
1781887158,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000026,180635.837,904.624273,999.999995
1781887164,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000033,180635.837,904.624272,999.999994
1781887171,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000032,180635.837,904.624272,999.999994
1781887177,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000034,180635.837,904.624272,999.999994
1781887185,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000035,163185.378,913.838115,999.999994
1781887192,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000027,163185.378,913.838116,999.999996
1781887199,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000035,163185.378,913.838115,999.999994
1781887206,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000029,163185.378,913.838116,999.999995
1781887213,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000037,163185.378,913.838115,999.999994
1781887221,192.168.1.12,55555,1234,9999,1000000,774,1000000,0,0,6.720000033,148809.523,921.428567,999.999995
1781887229,192.168.1.12,55555,1234,9999,1000000,774,1000000,0,0,6.720000033,148809.523,921.428567,999.999995
1781887237,192.168.1.12,55555,1234,9999,1000000,774,1000000,0,0,6.720000024,148809.523,921.428568,999.999996
1781887244,192.168.1.12,55555,1234,9999,1000000,774,1000000,0,0,6.720000036,148809.523,921.428566,999.999995
1781887252,192.168.1.12,55555,1234,9999,1000000,774,1000000,0,0,6.720000023,148809.523,921.428568,999.999997
1781887261,192.168.1.12,55555,1234,9999,1000000,848,1000000,0,0,7.312000030,136761.487,927.789931,999.999996
1781887269,192.168.1.12,55555,1234,9999,1000000,848,1000000,0,0,7.312000036,136761.487,927.789930,999.999995
1781887277,192.168.1.12,55555,1234,9999,1000000,848,1000000,0,0,7.312000030,136761.487,927.789931,999.999996
1781887286,192.168.1.12,55555,1234,9999,1000000,848,1000000,0,0,7.312000032,136761.487,927.789930,999.999996
1781887294,192.168.1.12,55555,1234,9999,1000000,848,1000000,0,0,7.312000035,136761.487,927.789930,999.999995
1781887303,192.168.1.12,55555,1234,9999,1000000,922,1000000,0,0,7.904000027,126518.218,933.198377,999.999997
