timestamp,iface,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,requested_packets,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,payload_mbps,estimated_wire_mbps,iface_tx_packets_delta,iface_rx_packets_delta,iface_tx_bytes_delta,iface_rx_bytes_delta,iface_tx_errors_delta,iface_rx_errors_delta,iface_tx_dropped_delta,iface_rx_dropped_delta,ip_in_receives_delta,ip_in_discards_delta,ip_out_requests_delta,ip_out_discards_delta,udp_out_delta,udp_in_delta,udp_no_ports_delta,udp_in_errors_delta,udp_rcvbuf_errors_delta,udp_sndbuf_errors_delta,fpga_rx_good_delta,fpga_tx_good_delta,fpga_rx_bad_delta,fpga_tx_bad_delta,fpga_rx_overflow_delta,fpga_tx_overflow_delta,fpga_bad_fcs_delta,fpga_ip_rx_header_error_delta,fpga_ip_rx_payload_error_delta,fpga_ip_invalid_header_delta,fpga_ip_invalid_checksum_delta,fpga_ip_tx_payload_error_delta,fpga_ip_tx_arp_failed_delta,fpga_udp_rx_header_error_delta,fpga_udp_rx_payload_error_delta,fpga_udp_tx_payload_error_delta,host_tx_to_fpga_rx_gap,fpga_rx_to_tx_gap,fpga_tx_to_host_rx_gap
1781887028,corundum0,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000021,795.031049,999.999992,1000000,999939,298000000,297981822,0,0,0,0,999939,0,1000000,0,1000000,0,0,958351,958351,0,999939,999939,61,0,0,0,61,0,0,0,0,0,0,0,0,0,61,0,0
1781887031,corundum0,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000024,795.031048,999.999991,1000000,999938,298000000,297981524,0,0,0,0,999938,0,1000000,0,1000000,0,0,958350,958350,0,999938,999938,62,0,0,0,62,0,0,0,0,0,0,0,0,0,62,0,0
1781887035,corundum0,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000031,795.031046,999.999988,1000000,999957,298000000,297987186,0,0,0,0,999957,0,1000000,0,1000000,0,0,958369,958369,0,999957,999957,43,0,0,0,43,0,0,0,0,0,0,0,0,0,43,0,0
1781887039,corundum0,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000030,795.031047,999.999988,1000000,999937,298000000,297981226,0,0,0,0,999937,0,1000000,0,1000000,0,0,958349,958349,0,999937,999937,63,0,0,0,63,0,0,0,0,0,0,0,0,0,63,0,0
1781887042,corundum0,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000026,795.031048,999.999990,1000000,999947,298000000,297984206,0,0,0,0,999947,0,1000000,0,1000000,0,0,958359,958359,0,999947,999947,53,0,0,0,53,0,0,0,0,0,0,0,0,0,53,0,0
1781887046,corundum0,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000034,833.333324,999.999989,1000000,999902,372000000,371963544,0,0,0,0,999902,0,1000000,0,1000000,0,0,986628,986628,0,999902,999902,98,0,0,0,98,0,0,0,0,0,0,0,0,0,98,0,0
1781887051,corundum0,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000029,833.333326,999.999991,1000000,999938,372000000,371976936,0,0,0,0,999938,0,1000000,0,1000000,0,0,986664,986664,0,999938,999938,62,0,0,0,62,0,0,0,0,0,0,0,0,0,62,0,0
1781887055,corundum0,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000038,833.333323,999.999988,1000000,999948,372000000,371980656,0,0,0,0,999948,0,1000000,0,1000000,0,0,986674,986674,0,999948,999948,52,0,0,0,52,0,0,0,0,0,0,0,0,0,52,0,0
1781887059,corundum0,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000020,833.333328,999.999994,1000000,999946,372000000,371979912,0,0,0,0,999946,0,1000000,0,1000000,0,0,986672,986672,0,999946,999946,54,0,0,0,54,0,0,0,0,0,0,0,0,0,54,0,0
1781887063,corundum0,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000047,833.333321,999.999985,1000000,999917,372000000,371969124,0,0,0,0,999917,0,1000000,0,1000000,0,0,986643,986643,0,999917,999917,83,0,0,0,83,0,0,0,0,0,0,0,0,0,83,0,0
