test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
tx,256,5,795.213000600,0.114248035,1000.228852200,0.143702633,388287.597985776,55.785169187,795.031055901,388198.757763975,0.000000000,0.000000000
tx,330,5,833.403725400,0.036708312,1000.084470400,0.044050066,315683.229341930,13.904654660,833.333333333,315656.565656566,0.000000000,0.000000000
tx,404,5,859.680265000,0.101898434,1000.123080800,0.118545044,265990.181049599,31.528008557,859.574468085,265957.446808511,0.000000000,0.000000000
tx,478,5,878.749463000,0.055181880,1000.083071000,0.062801095,229798.499757838,14.430474428,878.676470588,229779.411764706,0.000000000,0.000000000
tx,552,5,893.273285000,0.052143879,1000.077699200,0.058378481,202281.088078143,11.807951388,893.203883495,202265.372168285,0.000000000,0.000000000
tx,626,5,904.723920000,0.056407872,1000.110148000,0.062355005,180655.734808472,11.263550141,904.624277457,180635.838150289,0.000000000,0.000000000
tx,700,5,913.913586400,0.043795841,1000.082581800,0.047925210,163198.854731693,7.820673370,913.838120104,163185.378590078,0.000000000,0.000000000
tx,774,5,921.495294400,0.025022438,1000.072412400,0.027156008,148820.299456975,4.041087637,921.428571429,148809.523809524,0.000000000,0.000000000
tx,848,5,927.864995000,0.032755988,1000.080902600,0.035305668,136772.552304996,4.828429784,927.789934354,136761.487964989,0.000000000,0.000000000
tx,922,5,933.272219000,0.026414634,1000.079124200,0.028305556,126528.229267806,3.581185229,933.198380567,126518.218623482,0.000000000,0.000000000
tx,996,5,937.883857200,0.027641386,1000.032787600,0.029473272,117706.307383219,3.469056519,937.853107345,117702.448210923,0.000000000,0.000000000
tx,1070,5,941.965957000,0.033401543,1000.068529800,0.035461237,110042.751968264,3.902012999,941.901408451,110035.211267606,0.000000000,0.000000000
tx,1144,5,945.499763600,0.034110906,1000.047826800,0.036078875,103310.725921852,3.727148361,945.454545455,103305.785123967,0.000000000,0.000000000
tx,1218,5,948.625730400,0.016346010,1000.029095400,0.017231612,97354.857410514,1.677534129,948.598130841,97352.024922118,0.000000000,0.000000000
tx,1292,5,951.455060200,0.026713523,1000.058801400,0.028078057,92052.540643180,2.584514698,951.399116348,92047.128129602,0.000000000,0.000000000
tx,1366,5,953.933297400,0.011941639,1000.023778600,0.012518851,87292.578445890,1.092776662,953.910614525,87290.502793296,0.000000000,0.000000000
tx,1440,5,956.222421400,0.017550806,1000.049282200,0.018355086,83005.418506272,1.523501150,956.175298805,83001.328021248,0.000000000,0.000000000
