timestamp,test,payload_size,run,packets,returncode,command
1781886935,rtt,256,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781886936,rtt,256,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781886937,rtt,256,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781886938,rtt,256,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781886939,rtt,256,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781886940,rtt,330,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781886941,rtt,330,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781886942,rtt,330,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781886943,rtt,330,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781886944,rtt,330,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781886945,rtt,404,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781886946,rtt,404,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781886947,rtt,404,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781886948,rtt,404,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781886949,rtt,404,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781886950,rtt,478,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781886951,rtt,478,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781886952,rtt,478,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781886953,rtt,478,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781886954,rtt,478,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781886955,rtt,552,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781886957,rtt,552,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781886958,rtt,552,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781886959,rtt,552,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781886960,rtt,552,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781886961,rtt,626,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781886962,rtt,626,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781886963,rtt,626,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781886964,rtt,626,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781886965,rtt,626,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781886966,rtt,700,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781886967,rtt,700,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781886968,rtt,700,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781886969,rtt,700,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781886970,rtt,700,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781886971,rtt,774,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781886972,rtt,774,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781886973,rtt,774,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781886974,rtt,774,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781886976,rtt,774,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781886977,rtt,848,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 848 1234 9999 55555
1781886978,rtt,848,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 848 1234 9999 55555
1781886979,rtt,848,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 848 1234 9999 55555
1781886980,rtt,848,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 848 1234 9999 55555
1781886981,rtt,848,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 848 1234 9999 55555
1781886982,rtt,922,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 922 1234 9999 55555
1781886983,rtt,922,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 922 1234 9999 55555
1781886984,rtt,922,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 922 1234 9999 55555
1781886985,rtt,922,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 922 1234 9999 55555
1781886986,rtt,922,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 922 1234 9999 55555
1781886987,rtt,996,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 996 1234 9999 55555
1781886988,rtt,996,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 996 1234 9999 55555
1781886989,rtt,996,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 996 1234 9999 55555
1781886990,rtt,996,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 996 1234 9999 55555
1781886992,rtt,996,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 996 1234 9999 55555
1781886993,rtt,1070,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 1070 1234 9999 55555
1781886994,rtt,1070,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 1070 1234 9999 55555
1781886995,rtt,1070,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 1070 1234 9999 55555
1781886996,rtt,1070,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 1070 1234 9999 55555
1781886997,rtt,1070,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 1070 1234 9999 55555
1781886998,rtt,1144,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 1144 1234 9999 55555
1781886999,rtt,1144,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 1144 1234 9999 55555
1781887000,rtt,1144,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 1144 1234 9999 55555
1781887001,rtt,1144,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 1144 1234 9999 55555
1781887002,rtt,1144,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 1144 1234 9999 55555
